slug,name,city,category,content,subline,main_image,michelin_stars,crown,lat,long
four-seasons-hotel-kyoto,Four Seasons Hotel Kyoto,kyoto,Hotels,"The Four Seasons Hotel Kyoto is an elegant luxury hotel nestled in the heart of Kyoto, Japan. Blending traditional Japanese aesthetics with modern luxury, this hotel offers a serene retreat with stunning views of the surrounding gardens. Guests can enjoy exquisite dining experiences, a world-class spa, and easy access to Kyoto's rich cultural heritage, including historic temples and beautiful landscapes. With its impeccable service and attention to detail, the Four Seasons Hotel Kyoto provides a perfect base for exploring this enchanting city.",,https://framerusercontent.com/images/xqLuW9YmFFMYe2OJfHypk0Wu4U.webp,0,false,34.9913924,135.7754325
four-seasons-hotel-madrid,Four Seasons Hotel Madrid,madrid,Hotels,"The Four Seasons Hotel Madrid is a luxurious hotel located in the heart of Madrid, offering a blend of modern elegance and historic charm. This hotel features exquisite accommodations, world-class dining options, and a range of amenities designed for both leisure and business travelers. With its prime location, guests can easily explore the vibrant culture, art, and history that Madrid has to offer, making it an ideal choice for a stay in the Spanish capital.",,https://framerusercontent.com/images/11SGcpUfEOEBkYgkaxBnIWvWC3E.webp,0,false,40.417272,-3.7003917
four-seasons-hotel-milan,Four Seasons Hotel Milan,milan,Hotels,"The Four Seasons Hotel Milan is a luxurious five-star hotel located in the heart of Milan, Italy. Housed in a beautifully restored 15th-century convent, the hotel combines historical charm with modern elegance. Guests can enjoy exquisite dining options, a serene spa, and spacious accommodations that reflect the sophistication of Milanese style. With its prime location, the hotel offers easy access to renowned shopping districts, cultural landmarks, and the vibrant atmosphere of the city.",,https://framerusercontent.com/images/rWbQJWJZv38ZkUlh7kUjkB8g.jpg,0,false,45.469414,9.195302
four-seasons-hotel-new-york,Four Seasons Hotel New York,new-york,Hotels,"The Four Seasons Hotel New York is a luxurious accommodation located in the heart of Manhattan, renowned for its elegant design and exceptional service. This five-star hotel offers a refined atmosphere with spacious rooms boasting stunning views of the city skyline. Guests can indulge in upscale dining options and relax at the spa, making it an ideal choice for both business and leisure travelers seeking a premium experience in one of the world’s most vibrant cities.",,https://framerusercontent.com/images/ew2TVrKjdum1WpQFi7GqwSzSk.jpg,0,false,40.7623009,-73.9712567
four-seasons-hotel-new-york-downtown,Four Seasons Hotel New York Downtown,new-york,Hotels,"The Four Seasons Hotel New York Downtown is a luxurious accommodation located in the heart of Lower Manhattan. Known for its elegant design and exceptional service, this hotel offers a blend of modern amenities and classic comfort. Guests can enjoy spacious rooms with stunning views of the city, as well as access to fine dining options and a full-service spa. Its prime location makes it an ideal choice for both business and leisure travelers looking to explore the vibrant culture of New York City.",,https://framerusercontent.com/images/dxutitT92eBLWNBV406Plnx2do.jpg,0,false,40.7127546,-74.0092107
four-seasons-hotel-osaka,Four Seasons Hotel Osaka,osaka,Hotels,"The Four Seasons Hotel Osaka is a luxurious accommodation located in the vibrant city of Osaka, Japan. Known for its exceptional service and elegant design, this hotel offers guests a sophisticated experience in the heart of the city. With its prime location, visitors can easily explore nearby attractions, including cultural landmarks and shopping districts. The hotel features a range of amenities, including fine dining options and a relaxing spa, making it an ideal choice for both business and leisure travelers seeking comfort and style.",,https://framerusercontent.com/images/KIbymlmFPEveXHllNReuZjnFiAQ.jpg,0,false,34.6958988,135.4935802
four-seasons-hotel-seoul,Four Seasons Hotel Seoul,seoul,Hotels,"The Four Seasons Hotel Seoul is a luxurious accommodation located in the heart of the vibrant city of Seoul. Renowned for its elegant design and exceptional service, this hotel offers a blend of traditional Korean hospitality and modern comforts. Guests can enjoy a variety of amenities, including fine dining options, a serene spa, and spacious rooms equipped with state-of-the-art facilities. With its prime location, the hotel provides easy access to popular attractions, making it an ideal choice for both leisure and business travelers.",,https://framerusercontent.com/images/xYGKdi1bu9Xuv2896nApy9tUs.webp,0,false,19.4228446,-99.1739727
four-seasons-hotel-tokyo-at-marunouchi,Four Seasons Hotel Tokyo at Marunouchi,tokyo,Hotels,"The Four Seasons Hotel Tokyo at Marunouchi is a luxurious hotel situated in the heart of Tokyo, offering an elegant blend of modern comfort and traditional Japanese hospitality. With its prime location near Tokyo Station, guests enjoy easy access to the city's vibrant attractions. The hotel boasts two Michelin stars, reflecting its commitment to exceptional dining experiences. With spacious rooms, a world-class spa, and personalized service, it provides an ideal retreat for both business and leisure travelers seeking sophistication and convenience in the bustling metropolis.",,https://framerusercontent.com/images/QnuRwb0tfdz1d9Hco5yJoLR7RcA.webp,2,false,35.6762,139.6503
four-seasons-hotel-tokyo-at-otemachi,Four Seasons Hotel Tokyo at Otemachi,tokyo,Hotels,"The Four Seasons Hotel Tokyo at Otemachi is a luxurious five-star hotel located in the heart of Tokyo, offering guests a blend of modern elegance and traditional Japanese hospitality. Situated near iconic landmarks such as the Imperial Palace and Tokyo Station, the hotel features exquisite dining options, a world-class spa, and stunning views of the city skyline. With its prime location and exceptional service, it is an ideal choice for both business and leisure travelers.",,https://framerusercontent.com/images/WAeMBC1863bnlfq24rs1LtPP9cE.webp,0,true,35.6762,139.6503
four-seasons-hotel-at-the-surf-club,Four Seasons Hotel at The Surf Club,miami,Hotels,"The Four Seasons Hotel at The Surf Club, located in Miami, is an exquisite luxury hotel that seamlessly blends timeless elegance with modern sophistication. Nestled along the pristine coastline, this beachfront retreat offers stunning ocean views and access to a private beach. Guests can indulge in world-class amenities, including a lavish spa, gourmet dining options, and beautifully appointed rooms. The hotel's rich history and commitment to exceptional service make it a perfect destination for travelers seeking both relaxation and an unforgettable experience.",,https://framerusercontent.com/images/xW4CBGoMPbrj4amYS0JEDXun0Gk.webp,0,true,25.8773181,-80.1211661
four-seasons-hotel-des-bergues-geneva,Four Seasons Hotel des Bergues Geneva,geneva,Hotels,"The Four Seasons Hotel des Bergues Geneva is a luxurious destination located in the heart of Geneva, Switzerland. Known for its elegant accommodations and exceptional service, this hotel offers stunning views of Lake Geneva and the surrounding Alps. Guests can enjoy a range of amenities, including fine dining, a full-service spa, and easy access to the city's cultural attractions. With its prime location and commitment to excellence, the Four Seasons Hotel des Bergues is a perfect choice for travelers seeking a sophisticated experience in Geneva.",,https://framerusercontent.com/images/kEazrtobZHO3EEHRlbxR87PIdb0.webp,0,false,46.2052,6.1483
four-seasons-resort-chiang-mai,Four Seasons Resort Chiang Mai,chiang-mai,Hotels,"The Four Seasons Resort Chiang Mai is a luxurious getaway nestled in the picturesque landscape of Chiang Mai, Thailand. Surrounded by lush gardens and rice paddies, this resort offers a serene and tranquil atmosphere, perfect for relaxation. Guests can enjoy elegant accommodations, world-class amenities, and exceptional dining experiences that showcase local flavors. With its commitment to exceptional service and a focus on wellness, the resort serves as an ideal base for exploring the rich culture and natural beauty of the region.",,https://framerusercontent.com/images/bcfiFK9WGcUitCnM5l1471PYHdg.jpg,0,false,18.9149588,98.9315215
four-seasons-resort-hualalai,Four Seasons Resort Hualalai,hawaii,Hotels,"The Four Seasons Resort Hualalai is a luxurious beachfront destination located on the Big Island of Hawaii. Renowned for its stunning natural beauty, the resort offers a blend of Hawaiian culture and modern elegance. Guests can enjoy world-class amenities, including multiple pools, a golf course, and fine dining options, all while surrounded by pristine landscapes and the tranquil sounds of the ocean. Perfect for those seeking relaxation or adventure, this resort is a premier choice for travelers to Hawaii.",,https://framerusercontent.com/images/6t7DaIpiJQppkEf35d40R4mKo.jpg,0,false,19.8278417,-155.991648
four-twenty-five,Four Twenty Five,new-york,Dining,"Four Twenty Five is a notable dining establishment located in New York City. Known for its vibrant atmosphere and innovative menu, this restaurant aims to provide guests with a unique culinary experience. Although it has not yet received Michelin stars, it attracts food enthusiasts looking to explore new flavors and dishes. Whether you're a local or a visitor, Four Twenty Five promises a memorable meal in the heart of the city.",,https://framerusercontent.com/images/s9V7VaGawMBrQaVWzfA3WIUWCgk.jpg,0,false,40.7127281,-74.0060152
frevo,Frevo,new-york,Dining,"Frevo is a renowned dining establishment located in New York City, celebrated for its exceptional culinary offerings. With a Michelin star to its name, Frevo provides a unique and intimate dining experience, showcasing innovative dishes that highlight seasonal and local ingredients. The restaurant's ambiance and attentive service further enhance the experience, making it a must-visit for food enthusiasts looking to indulge in a memorable meal.",,https://framerusercontent.com/images/B1wEkbmNP9yrNpYn7Hbm5UWh1w.jpeg,1,false,40.7127281,-74.0060152
fubon-art-museum,Fubon Art Museum,taipei,Culture,"The Fubon Art Museum, located in Taipei, is a contemporary art museum that showcases a diverse collection of modern and contemporary artworks. It aims to promote artistic appreciation and cultural exchange through various exhibitions and educational programs. The museum is known for its innovative architecture and engaging exhibits, making it a must-visit destination for art enthusiasts and tourists alike.",,https://framerusercontent.com/images/61Rz7ydU03wfV7QPyeVVisbKQ.webp,0,false,25.033,121.5654
fujin-tree,Fujin Tree,taipei,Dining,"Fujin Tree is a renowned restaurant located in Taipei, known for its exceptional culinary offerings and a Michelin star rating. The establishment stands out for its unique blend of traditional and modern Taiwanese cuisine, captivating both locals and visitors alike. With a focus on quality ingredients and innovative dishes, Fujin Tree provides a memorable dining experience in the vibrant city of Taipei.",,https://framerusercontent.com/images/ttyF5a8T9HiiugQHio6b0899Kdo.jpg,1,false,25.0605933,121.5578957
fujin-tree-coredo-muromachi-terrace,Fujin Tree COREDO Muromachi Terrace,tokyo,Dining,"Fujin Tree COREDO Muromachi Terrace is a unique dining destination located in the heart of Tokyo. Known for its modern ambiance and a diverse selection of culinary offerings, this establishment provides a delightful experience for both locals and tourists. The terrace setting allows guests to enjoy their meals while taking in the vibrant atmosphere of the surrounding city. With a commitment to quality and innovation, Fujin Tree aims to be a go-to spot for food enthusiasts looking to explore the flavors of Japan.",,https://framerusercontent.com/images/P4V041BVDm7n62gc5qPMmCVnIM.jpeg,0,false,35.6762,139.6503
fujin-tree-taipei-101,Fujin Tree Taipei 101,taipei,Dining,"Fujin Tree Taipei 101 is a popular dining destination located in the heart of Taipei, known for its stunning views of the iconic Taipei 101 skyscraper. The restaurant offers a unique blend of traditional and modern Taiwanese cuisine, providing a memorable culinary experience for both locals and tourists. With a relaxed atmosphere and a focus on fresh, high-quality ingredients, Fujin Tree is an excellent choice for those looking to explore the flavors of Taiwan in a vibrant setting.",,https://framerusercontent.com/images/Q8kAiDBENZxtibNeh5rXY03rio.jpg,0,false,25.033,121.5654
ginza-hotel-by-granbell,GINZA HOTEL by GRANBELL,tokyo,Hotels,"GINZA HOTEL by GRANBELL is a contemporary hotel located in the heart of Tokyo's upscale Ginza district. Known for its stylish design and modern amenities, this hotel offers guests a unique blend of comfort and convenience. With easy access to luxury shopping, fine dining, and cultural attractions, it serves as an ideal base for travelers looking to explore the vibrant city of Tokyo. Despite its appealing location, the hotel has received a low rating, suggesting that there may be areas for improvement in guest experience.",,https://framerusercontent.com/images/DpfuxnjzIj6FCR3oAR398CVfjU.webp,0,false,35.6762,139.6503
graph-phuket,GRAPH Phuket,phuket,Dining,"Phuket is Thailand's largest island and a popular destination known for its stunning beaches, vibrant nightlife, and rich cultural heritage. Located in the Andaman Sea, it offers a blend of natural beauty and modern amenities, making it a favorite among both tourists and locals. Visitors can explore bustling markets, indulge in delicious Thai cuisine, and enjoy a variety of water sports. With its diverse attractions and welcoming atmosphere, Phuket promises an unforgettable experience for all who visit.",,https://framerusercontent.com/images/178TRJRiyU8GhrCmfaOaD6uenKI.jpg,0,false,7.8836661,98.3906126
gravity-seoul-pangyo,GRAVITY Seoul Pangyo,seoul,Hotels,"GRAVITY Seoul Pangyo is a modern and stylish hotel located in the vibrant city of Seoul. Situated in the Pangyo Techno Valley, it serves as a hub for both business and leisure travelers. The hotel boasts contemporary design, comfortable accommodations, and a range of amenities to enhance the guest experience. With its proximity to various tech companies and attractions, GRAVITY Seoul Pangyo is an ideal choice for those looking to explore the dynamic culture and innovation of Seoul.",,https://framerusercontent.com/images/CakAW4YgIJHNbP7dBMYESNYwJ4.jpg,0,false,37.5666791,126.9782914
galerie-nathalie-obadia-paris,"Galerie Nathalie Obadia, Paris",paris,Culture,"Galerie Nathalie Obadia, located in the heart of Paris, is a contemporary art gallery renowned for showcasing emerging and established artists. With a focus on innovative and thought-provoking exhibitions, the gallery promotes a diverse range of artistic practices, including painting, sculpture, and installation art. Since its founding, Galerie Nathalie Obadia has become a vibrant part of the Parisian art scene, engaging both local and international audiences.",,https://framerusercontent.com/images/WbZCbEK7bSzgayyRVvyEwJDbvk.jpg,0,false,48.8588218,2.3516509
garrya-nijo-castle-kyoto,Garrya Nijo Castle Kyoto,kyoto,Hotels,"Garrya Nijo Castle Kyoto is a unique accommodation located in the historical city of Kyoto, Japan. This hotel is situated within the grounds of the iconic Nijo Castle, a UNESCO World Heritage Site known for its stunning architecture and rich history. Guests can enjoy a blend of traditional Japanese aesthetics and modern comforts, making it an ideal destination for travelers seeking both cultural immersion and relaxation. With its prime location, visitors have easy access to Kyoto's many attractions, including temples, gardens, and vibrant markets.",,https://framerusercontent.com/images/QR6e7NfcJcxTThdC2E4zISaHNI.webp,0,false,35.0116,135.7681
geranium,Geranium,copenhagen,Other,"Geranium is a renowned restaurant located in the heart of Copenhagen, celebrated for its innovative approach to Nordic cuisine. With a focus on seasonal and locally sourced ingredients, the restaurant offers a unique dining experience that reflects the essence of Danish culinary traditions. Although it currently holds no Michelin stars, Geranium is known for its commitment to excellence and creativity in its dishes, making it a must-visit destination for food enthusiasts.",,https://framerusercontent.com/images/v2jmtvfLuUQKGmsNlBJUBPb94Bo.jpg,0,false,55.7037103,12.5720401
gloria-manor,Gloria Manor,pingtung,Hotels,"Gloria Manor is a charming hotel located in Pingtung, Taiwan. With a rating of 4, it offers a comfortable and inviting atmosphere for guests seeking relaxation and a taste of local culture. Though it does not have Michelin stars, Gloria Manor is known for its warm hospitality and beautiful surroundings, making it a lovely choice for travelers exploring the region.",,https://framerusercontent.com/images/L81g8M4pspYVc35fbh5sZW8Vnw.jpg,0,false,22.6828017,120.487928
gold-bar,Gold Bar,tokyo,Bars,"Gold Bar, located in the vibrant city of Tokyo, is a unique venue known for its exceptional atmosphere and innovative cocktails. While it currently holds no Michelin stars, it offers a captivating experience for both locals and visitors alike. With its stylish decor and attentive service, Gold Bar is an ideal spot to unwind and enjoy a night out in one of the world's most dynamic cities.",,https://framerusercontent.com/images/io78IKOdC5LuhF48nvvbZct3c.jpg,0,false,35.6648222,139.7455093
goto-retreat,Goto Retreat,nagasaki,Hotels,"Goto Retreat is a serene getaway located in Nagasaki, Japan, known for its stunning natural beauty and tranquil atmosphere. Nestled in the Goto Islands, this retreat offers visitors a chance to relax and unwind amidst picturesque landscapes, lush greenery, and beautiful coastlines. With its rich cultural heritage and proximity to historical sites, Goto Retreat serves as an ideal destination for those seeking both relaxation and exploration.",,https://framerusercontent.com/images/y0Ws8dI1cKqwdlVUOOGVCEvLrIE.jpg,0,false,33.1154683,129.7874339
grand-hotel-du-palais-royal,Grand Hotel du Palais Royal,paris,Hotels,"The Grand Hotel du Palais Royal is a luxurious hotel located in the heart of Paris, just steps away from the iconic Palais Royal and the Louvre Museum. Renowned for its elegant design and exceptional service, this hotel offers guests a unique blend of classic French charm and modern amenities. With beautifully appointed rooms, fine dining options, and a prime location, the Grand Hotel du Palais Royal serves as an ideal base for exploring the rich culture and history of Paris.",,https://framerusercontent.com/images/ny53tepP4se6w0cc8porGdXrGEU.webp,0,false,48.8566,2.3522
grand-hyatt-jakarta,Grand Hyatt Jakarta,jakarta,Hotels,"The Grand Hyatt Jakarta is a luxurious five-star hotel located in the heart of the vibrant capital city, Jakarta. Known for its elegant accommodations, exceptional service, and stunning views of the city skyline, the hotel features a range of amenities including fine dining restaurants, a spa, and extensive meeting facilities. With its prime location, guests can easily explore nearby attractions and experience the rich culture of Indonesia. Whether for business or leisure, the Grand Hyatt Jakarta offers a sophisticated retreat for travelers.",,https://framerusercontent.com/images/6UBHY4Nbuqob59ZNg8kSKeOmg.jpg,0,false,-6.1938884,106.8220257
grand-hyatt-melbourne,Grand Hyatt Melbourne,melbourne,Hotels,"The Grand Hyatt Melbourne is a luxurious five-star hotel located in the heart of Melbourne. Known for its elegant accommodations and exceptional service, the hotel offers a range of amenities including fine dining, a wellness center, and stunning views of the city skyline. With its prime location, guests can easily explore popular attractions, shopping districts, and the vibrant culture that Melbourne has to offer.",,https://framerusercontent.com/images/DPh43S872hN1Zjxw64H9nvT0QA.jpg,0,false,-37.8151563,144.9698364
grand-hyatt-seoul,Grand Hyatt Seoul,seoul,Hotels,"The Grand Hyatt Seoul is a luxurious hotel located in the heart of Seoul, South Korea. Known for its stunning views of the city and the Namsan Mountain, this five-star hotel offers upscale accommodations, fine dining options, and a range of amenities including a fitness center, spa, and indoor pool. Guests can enjoy easy access to popular attractions such as N Seoul Tower and the vibrant districts of Myeongdong and Gangnam, making it an ideal choice for both leisure and business travelers.",,https://framerusercontent.com/images/4fl7iks6dClRQtgmLg9YODobqM.jpg,0,false,37.5395782,126.9976508
grand-hyatt-singapore,Grand Hyatt Singapore,singapore,Hotels,"The Grand Hyatt Singapore is a luxurious hotel located in the heart of Singapore, offering a blend of modern elegance and exceptional service. Known for its spacious rooms, top-notch amenities, and a variety of dining options, this hotel caters to both business and leisure travelers. With its convenient location, guests can easily explore the vibrant city, including shopping districts and cultural attractions.",,https://framerusercontent.com/images/n5q0AGzhHQzawsrMFqO6EN2MFf8.jpg,0,false,1.3063453,103.8332833
grand-hyatt-taipei,Grand Hyatt Taipei,taipei,Hotels,"The Grand Hyatt Taipei is a luxurious hotel located in the heart of Taipei, Taiwan. Known for its contemporary design and exceptional service, it offers a range of amenities including fine dining options, a spa, and a fitness center. The hotel is conveniently situated near major attractions, making it an ideal choice for both business and leisure travelers. With spacious accommodations and a commitment to excellence, the Grand Hyatt Taipei provides a sophisticated experience for guests visiting the vibrant city.",,https://framerusercontent.com/images/t8w1WKMdzeGpBjJbDsd2qLQ4Q.jpeg,0,false,25.0353021,121.5626204
grand-hyatt-tokyo,Grand Hyatt Tokyo,tokyo,Hotels,"Grand Hyatt Tokyo is a luxurious hotel located in the heart of Tokyo, offering elegant accommodations and exceptional service. Known for its modern design and sophisticated amenities, this five-star hotel features a range of dining options, a serene spa, and convenient access to the city's vibrant attractions. With a rating of 4, guests appreciate the hotel's blend of comfort and style, making it a popular choice for both business and leisure travelers.",,https://framerusercontent.com/images/ZuAKtnXwmjlPJi51GspsN9hapxI.jpg,0,false,35.6597671,139.7283472
grandcoeur,GrandCœur,paris,Dining,"GrandCœur is a charming restaurant located in the heart of Paris, known for its inviting atmosphere and exquisite dining experience. While it currently holds no Michelin stars, it offers a diverse menu that captures the essence of French cuisine, making it a perfect spot for both locals and visitors. The establishment is celebrated for its warm hospitality and beautifully designed interior, creating a memorable setting for any occasion.",,https://framerusercontent.com/images/axCd2Fy8FQ9HDyNF1ewmMfrAhc.jpeg,0,false,48.8596089,2.3534917
gucci-osteria-da-massimo-bottura-beverly-hills,Gucci Osteria da Massimo Bottura Beverly Hills,los-angeles,Dining,"Gucci Osteria da Massimo Bottura in Beverly Hills is a luxurious dining experience that merges high fashion with gourmet cuisine. This celebrated restaurant, boasting one Michelin star, is helmed by renowned chef Massimo Bottura, known for his innovative approach to traditional Italian dishes. Nestled in the heart of Los Angeles, it offers a unique menu that emphasizes fresh, seasonal ingredients, creating a vibrant culinary journey in an elegant setting that reflects the iconic Gucci brand.",,https://framerusercontent.com/images/i6MCuykju2wxKgwChTU5FoaClf4.avif,1,false,34.0536909,-118.242766
gucci-osteria-da-massimo-bottura-tokyo,Gucci Osteria da Massimo Bottura Tokyo,tokyo,Dining,"Gucci Osteria da Massimo Bottura Tokyo is a prestigious dining establishment located in the vibrant city of Tokyo. With one Michelin star, this restaurant brings a unique blend of Italian culinary artistry and Japanese influences, all within an elegant setting that reflects the luxury of the Gucci brand. Renowned chef Massimo Bottura offers a carefully crafted menu that showcases seasonal ingredients and innovative dishes, making it a must-visit for food enthusiasts and fashion lovers alike.",,https://framerusercontent.com/images/OTXCaJOtMju7pQ9OfBkLb1qbDhc.webp,1,false,35.6762,139.6503
guggenheim-bilbao,Guggenheim Bilbao,bilbao,Other,"The Guggenheim Bilbao, located in the vibrant city of Bilbao, Spain, is an iconic contemporary art museum designed by architect Frank Gehry. Opened in 1997, the museum is renowned for its innovative building design, characterized by its organic forms and titanium cladding. It houses a vast collection of modern and contemporary art, featuring works by prominent artists such as Jeff Koons and Anish Kapoor. The Guggenheim has played a pivotal role in revitalizing the city, attracting millions of visitors each year and becoming a symbol of Bilbao's cultural renaissance.",,https://framerusercontent.com/images/ihh40lR46LJTgQaSXDe5rJwj2xM.jpg,0,false,43.2686558,-2.9345649
hajime,HAJIME,osaka,Dining,"HAJIME is a prestigious restaurant located in Osaka, Japan, renowned for its exquisite cuisine and exceptional dining experience. With three Michelin stars, it stands out as one of the finest culinary establishments in the city. The restaurant is celebrated for its innovative approach to traditional Japanese dishes, showcasing seasonal ingredients with meticulous attention to detail. HAJIME offers a unique and memorable experience for food enthusiasts looking to indulge in high-end gastronomy.",,https://framerusercontent.com/images/hqAUeTdpLDZHvvp1uBM9FA8Sw.jpg,3,false,34.7301062,135.6368149
hide,HIDE,london,Dining,"HIDE is a notable dining establishment located in London, renowned for its exquisite culinary offerings. With a Michelin star to its name, it showcases a commitment to high-quality ingredients and innovative dishes. Although it is currently unreviewed, the restaurant promises a unique experience for food enthusiasts looking to explore the vibrant gastronomic scene of the city.",,https://framerusercontent.com/images/8LJrAgvrebgkyjoZ2nnFT9alQM.jpg,1,false,51.512561,0.0649172
human-made-cafe-by-blue-bottle-coffee,HUMAN MADE Cafe by Blue Bottle Coffee,tokyo,Cafes,"HUMAN MADE Cafe by Blue Bottle Coffee, located in the vibrant city of Tokyo, is a unique establishment that blends the artistry of specialty coffee with a creative atmosphere. Known for its meticulously crafted brews and minimalist design, this cafe invites coffee enthusiasts to experience a serene yet inspiring environment. Whether you're looking for a quick caffeine fix or a place to unwind, HUMAN MADE Cafe offers a delightful escape in the bustling heart of Tokyo.",,https://framerusercontent.com/images/wp5flfb81fV8S8SYJxX8hOxTd9w.webp,0,false,35.6762,139.6503
habita,Habita,mexico-city,Hotels,"Habita is a contemporary hotel located in the vibrant city of Mexico City. Known for its sleek architecture and modern design, it offers guests a luxurious stay with easy access to the city's rich cultural attractions. With a focus on comfort and style, Habita is an ideal choice for travelers looking to explore the bustling metropolis while enjoying high-end amenities and personalized service.",,https://framerusercontent.com/images/2tYCkNTMziOfH5wpN4ZlMpTUo8.jpg,0,false,19.4316956,-99.1899174
hachi-restaurant,Hachi Restaurant,singapore,Restaurants,"Hachi Restaurant is a renowned dining establishment located in the vibrant city of Singapore. Known for its exquisite Japanese cuisine, Hachi offers a unique culinary experience that combines traditional flavors with modern presentation. Although it currently has no Michelin stars, the restaurant is highly regarded for its commitment to quality and service, making it a must-visit spot for both locals and tourists alike.",,https://framerusercontent.com/images/XxBasi4oayrItot2GK33qTF4P8.jpg,0,false,1.2895444,103.8512726
haili,Haili,kaohsiung,Dining,"Haili is a distinguished restaurant located in Kaohsiung, renowned for its exceptional culinary offerings that have earned it a Michelin star. This establishment is celebrated for its innovative dishes that blend traditional flavors with contemporary techniques, making it a must-visit destination for food enthusiasts. Despite its prestigious recognition, it maintains a welcoming atmosphere, perfect for both casual diners and special occasions.",,https://framerusercontent.com/images/s1F8HUeZNNKLxEgqD7eEgSJtLM.jpg,1,false,22.6273,120.3014
hakuba,Hakuba,paris,Dining,"Hakuba is a picturesque village located in the northern Japanese Alps, renowned for its stunning natural beauty and exceptional skiing opportunities. With a Michelin star rating, it boasts a reputation for quality dining and vibrant local culture. The area is also famous for its breathtaking landscapes, making it a popular destination for outdoor activities year-round. Visitors can enjoy not only winter sports but also hiking, mountain biking, and exploring the rich heritage of the region.",,https://framerusercontent.com/images/WlEv6lZLtLLqYIFjAdjrYchUTcA.jpg,1,false,48.8588656,2.3421867
halekulani,Halekulani,hawaii,Hotels,"Halekulani is a luxurious beachfront hotel located in Hawaii, renowned for its stunning views of the Pacific Ocean and world-class service. With a rich history and a reputation for excellence, it offers a serene escape with beautifully appointed rooms, exquisite dining options, and a tranquil atmosphere. Guests can enjoy access to pristine beaches, a stunning infinity pool, and various cultural experiences that showcase the beauty and heritage of Hawaii. Whether for relaxation or adventure, Halekulani provides an unforgettable stay in paradise.",,https://framerusercontent.com/images/EjVsZzgQT8SM7NbQdpH0ETpFSaU.jpg,0,false,21.2779626,-157.8323674
hanabi,Hanabi,paris,Dining,"Hanabi is a renowned restaurant located in the heart of Paris, celebrated for its innovative approach to Japanese cuisine. With a focus on fresh ingredients and artistic presentation, Hanabi offers a unique dining experience that blends traditional flavors with modern culinary techniques. Although it currently holds no Michelin stars, the restaurant is gaining attention for its dedication to quality and creativity, making it a must-visit destination for food enthusiasts in the city.",,https://framerusercontent.com/images/MfF95VAMMHKAS9nEJw6xKJLbO6U.webp,0,false,48.8694388,2.3366573
hanagatami,Hanagatami,osaka,Dining,"Hanagatami is a renowned Japanese restaurant located in Osaka, celebrated for its exquisite culinary offerings and authentic dining experience. With a focus on traditional Japanese cuisine, it showcases seasonal ingredients and meticulous preparation. Despite not yet receiving Michelin stars, Hanagatami has garnered attention for its elegant ambiance and exceptional service, making it a must-visit destination for both locals and travelers seeking to indulge in the flavors of Japan.",,https://framerusercontent.com/images/w7ea1BeT6UDJAtcTcaS63XYwUKo.jpg,0,false,34.6937,135.5023
harry-cipriani,Harry Cipriani,new-york,Dining,"Harry Cipriani is a renowned Italian restaurant located in New York City, known for its elegant ambiance and classic Venetian cuisine. Established by Harry Cipriani, the restaurant has become a favorite among locals and tourists alike, offering a menu that features signature dishes such as risotto and carpaccio. The establishment is celebrated not only for its exquisite food but also for its impeccable service and sophisticated atmosphere, making it a popular choice for special occasions and dining experiences.",,https://framerusercontent.com/images/5PcnHhRmuQKy6ed7Q4h6759Q.webp,0,false,40.7643866,-73.972705
hauser-wirth,Hauser & Wirth,zurich,Culture,"Hauser & Wirth is a renowned contemporary art gallery located in Zurich, Switzerland. Known for its innovative exhibitions and commitment to showcasing emerging and established artists, the gallery plays a significant role in the vibrant art scene of the city. With a focus on creating engaging experiences for visitors, Hauser & Wirth also hosts various events and educational programs, making it a must-visit destination for art enthusiasts and collectors alike. Despite not holding any Michelin stars, its cultural impact is widely recognized.",,https://framerusercontent.com/images/MB3Vavs8nsG8VBpPft5eJRRaOas.webp,0,false,47.388764,8.525412
hauser-wirth-new-york,Hauser & Wirth New York,new-york,Other,"Hauser & Wirth New York is a contemporary art gallery located in the heart of New York City. Known for its exceptional exhibitions and commitment to showcasing both established and emerging artists, the gallery offers a dynamic space for art lovers and collectors alike. With a focus on innovative programming and public engagement, Hauser & Wirth contributes significantly to the vibrant cultural landscape of New York.",,https://framerusercontent.com/images/dRu80mvMReN1Y8204srwW0K2imA.jpg,0,false,40.7477523,-74.0066657
hauser-wirth-paris,Hauser & Wirth Paris,paris,Other,"Hauser & Wirth Paris is a contemporary art gallery located in the heart of Paris, known for showcasing innovative exhibitions from both established and emerging artists. The gallery provides a vibrant space for artistic dialogue and cultural exchange, set within a beautifully designed environment that reflects the essence of modern art. With a commitment to fostering creativity, Hauser & Wirth Paris has quickly become a significant player in the city's dynamic art scene.",,https://framerusercontent.com/images/lV7jGIhfTz9L7IOq2hMTdAN3ALc.jpg,0,false,48.8566,2.3522
hellbender,Hellbender,new-york,Dining,"Hellbender is a unique dining establishment located in New York City, known for its innovative approach to cuisine. With a focus on freshness and creativity, the restaurant offers a diverse menu that highlights seasonal ingredients and bold flavors. Though it currently holds no Michelin stars, Hellbender's commitment to quality and exceptional service has garnered attention from food enthusiasts seeking a memorable dining experience.",,https://framerusercontent.com/images/HTm4IPR3SLqSiKDggiaTN8EqFz4.jpg,0,false,40.7029889,-73.901376
